Fecha de inicio,Fecha de finalización,Tipo de respuesta,Dirección IP,Progreso,Duración (en segundos),Finalizado,Fecha registrada,ID de respuesta,Apellido del destinatario,Nombre del destinatario,Correo electrónico del destinatario,Referencia a datos externos,Latitud de la ubicación,Longitud de la ubicación,Canal de la distribución,Idioma del usuario,1. Nivel socioeconómico al que usted pertenece,2. Situación laboral actual - Selected Choice,2. Situación laboral actual - Otro - Texto,3. Ocupación para la que está capacitada,4. Ubicación geográfica - Selected Choice,4. Ubicación geográfica - Otra ciudad - Texto,5. ¿Qué porcentaje máximo de los ingresos mensuales familiares puede pagar a sus trabajadoras del  hogar?,6. Nivel de escolaridad,7. Identidad sexual con la que usted se reconoce​,8. Edad,"9. ¿Platica con sus vecinos, familiares o amigos sobre las condiciones laborales de sus trabajadoras del hogar (salarios, horarios, tareas, desempeño, etc.)?",10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Selected Choice,10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Otra - Texto,11. ¿Quién define el salario y la contratación de las trabajadoras del hogar?,12. El salario que usted ofrece se encuentra:,13. ¿Cómo considera al salario que ofrece? (puede elegir una o más opciones),14. ¿Qué criterios considera más importantes para establecer que su empleada tiene un buen desempeño laboral? (puede elegir una o más opciones),15. Motivos por los que alguna vez ha tenido que despedir a  alguna empleada (puede elegir una o más opciones),16. ¿En qué condiciones considera pertinente ajustar los salarios?​ (puede elegir una o más opciones),17. ¿Qué tipo de decisiones toma la empleada al momento de establecer la relación laboral? (puede elegir una o más opciones),18. ¿Qué tan seguido realiza ajustes a los salarios? (puede elegir una o más opciones),19. ¿Qué suele hacer para conseguir a sus trabajadoras del hogar? (puede elegir una o más opciones),20. ¿Qué criterios son los más importantes al momento de contratar a una empleada? (puede elegir una o más opciones),21. ¿A qué tipo de recomendaciones le da más importancia? (puede elegir una o más opciones),22. ¿Qué tipo de empleo le ofrece a sus trabajadoras del hogar?,23. ¿Cuántas trabajadoras del hogar suele tener en casa al mismo tiempo? ​,24. ¿Ofrece algún tipo de prestación laboral? (puede elegir una o más opciones),25. ¿Considera usted que las prestaciones del IMSS (servicios médicos y pensión laboral) son convenientes para sus trabajadoras del hogar? (puede elegir una o más opciones),26. ¿Bajo qué condiciones estaría dispuesta a registrar a su empleada en el IMSS? (puede elegir una o más opciones)
06/05/2023 07:35,06/05/2023 07:41,IP Address,187.184.165.37,100,349,True,06/05/2023 07:41,R_1TvICBsGvyh35F7,,,,,20.975,-89.6128,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Otra ciudad,Mérida Yucatán ,Entre el 3.1 y el 5%,Licenciatura,Mujer,Entre 41 y 50 años,"Si, pero solo cuando se trata de familiares o amigos",Salario mínimo,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,Realiza en tiempo y forma las tareas asignadas,Nunca ha ocurrido,Cuando me entero que hay una modificación en los salarios mínimos,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,Me buscan y ofrecen sus servicios,Su edad,Recomendaciones de mis amigos y familiares,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,Una o más comidas al día,"No, porque no me alcanza para pagarlo",Si la empleada fuera de tiempo completo
06/05/2023 10:22,06/05/2023 10:47,IP Address,187.190.168.158,100,1514,True,06/05/2023 10:47,R_byeIoXN7xXfRvKV,,,,,20.975,-89.6128,anonymous,ES,Clase media-alta,Jubilado o Pensionado,,Trabajador auxiliar en actividad administrativa,Otra ciudad,,Entre el 9.1 y 11 %,Secundaria,Mujer,Más de 61 años,Tanto con familiares como  con vecinos,Ingresos de los miembros del hogar,,Ambos,No lo sabe,Justo en tanto que es lo que usted puede pagar,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Es discreta",Nunca ha ocurrido,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Su edad,Recomendaciones de conocidos,Tareas que puede realizar",Recomendaciones de mis amigos y familiares,De planta (pernocta en el hogar) (mas de 48 horas),Una sola,"Una o más comidas al día,Alojamiento,IMSS","Si, porque cobija a mis empleadas","Sin condicionamiento alguno,Si lleva trabajando varios años con usted"
07/05/2023 20:59,07/05/2023 21:07,IP Address,189.203.12.214,100,484,True,07/05/2023 21:07,R_1nVCVGR1MpVbZQI,,,,,19.4491,-99.1574,anonymous,ES,Clase media-alta,Jubilado o Pensionado,,Profesionista o técnico especializado,Otra ciudad,,Entre el 5.1 y el 7%,Licenciatura,Mujer,Más de 61 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los vecinos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,"Un pago digno que le permite a la empleada vivir con decoro,Vinculado  a su antigüedad","Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)",Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,De forma irregular,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Tareas que puede realizar",Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Transporte,Aguinaldo,Apoyos educativos","Si, porque cobija a mis empleadas","Si los trámites son sencillos,Si lleva trabajando varios años con usted"
08/05/2023 12:16,08/05/2023 12:21,IP Address,201.163.92.124,100,272,True,08/05/2023 12:21,R_11bdrQVSUiqhq3J,,,,,19.3573,-99.0925,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 5.1 y el 7%,Posgrado,Mujer,Entre 41 y 50 años,Tanto con familiares como  con vecinos,Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas",Por incompetencia,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Experiencia laboral",Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"IMSS,Aguinaldo,Vacaciones con goce de sueldo","No, porque no brindan un buen servicio",Ya la registré o ya está inscrita por el empleador de su cónyuge
08/05/2023 17:46,08/05/2023 17:56,IP Address,187.235.59.0,100,585,True,08/05/2023 17:56,R_T74sl6sh2B1EgRX,,,,,19.3015,-99.6697,anonymous,ES,Clase media-alta,Otro,Locales en renta,"Funcionario, director o jefe",Otra ciudad,Estado de mexico,Entre el 1 y el 3 %,Posgrado,Mujer,Entre 51 y 60,Tanto con familiares como  con vecinos,Salarios que pagan los vecinos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,Es dedicada,Por desconfianza,Cuando no logra encontrar a la empleada de su conveniencia,"Ella sugiere su salario,Ella establece los días, horas y el horario",Cuando contrata a una nueva empleada,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,Vacaciones con goce de sueldo,"Si, porque cobija a mis empleadas","Si lleva trabajando varios años con usted,Si la empleada fuera de tiempo completo"
09/05/2023 06:59,09/05/2023 07:04,IP Address,189.238.28.144,100,273,True,09/05/2023 07:04,R_1d6oj9xijY5lZub,,,,,17.8378,-93.3834,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Otra ciudad,,Entre el 3.1 y el 5%,Licenciatura,Mujer,Entre 31 y 40 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Realiza tareas diversas (cocina, plancha, etc.)","Por desconfianza,Por incompetencia","Cuando los salarios que pagan los vecinos se incrementan o se reducen,Cuando considero que los salarios se han estancado en relación con la inflación  observada",Negocia con usted el salario a recibir,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido,Me buscan y ofrecen sus servicios,Me apoyo en una agencia de empleo","Recomendaciones de desconocidos,Tareas que puede realizar,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Una sola,Una o más comidas al día,"No, porque la empleada no lo valora,Si, porque cobija a mis empleadas","A cambio de reducir su salario,Sin condicionamiento alguno,Si no tuviera que pagar la cuota patronal correspondiente,Si la empleada fuera de tiempo completo"
09/05/2023 09:03,09/05/2023 09:25,IP Address,201.163.92.124,100,1331,True,09/05/2023 09:25,R_doONjFkhrQ1YuWd,,,,,19.3573,-99.0925,anonymous,ES,Clase media-alta,Empleado,,"Funcionario, director o jefe",Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Posgrado,Mujer,Entre 41 y 50 años,Tanto con familiares como  con vecinos,Salarios que pagan los vecinos,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Es discreta",Por desconfianza,Cuando los salarios que pagan los vecinos se incrementan o se reducen,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Experiencia laboral","Cartas de recomendación de desconocidos,Recomendaciones de vecinos​",Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","Si, porque cobija a mis empleadas","Si los trámites son sencillos,Sin condicionamiento alguno,Si lleva trabajando varios años con usted,Si la empleada fuera de tiempo completo"
09/05/2023 10:38,09/05/2023 10:43,IP Address,189.230.137.121,100,339,True,09/05/2023 10:43,R_1I66kYXI7wY9G7t,,,,,17.8378,-93.3834,anonymous,ES,Clase media-alta,Jubilado o Pensionado,,"Funcionario, director o jefe",Otra ciudad,Villahermosa Tabasco ,Entre el 3.1 y el 5%,Posgrado,Hombre,Más de 61 años,Tanto con familiares como  con vecinos,Salario mínimo,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Es confiable,Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo","Si, porque cobija a mis empleadas",Sin condicionamiento alguno
09/05/2023 13:36,09/05/2023 13:39,IP Address,200.68.170.58,100,210,True,09/05/2023 13:39,R_1IpcA6JNjZiaH8n,,,,,19.0436,-98.1981,anonymous,ES,Clase media-alta,Estudiante,,"Funcionario, director o jefe",Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Mujer,Entre 18 y 30 años,Tanto con familiares como  con vecinos,Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Es discreta","Por desconfianza,Por incompetencia,Por un pérdida de empleo entre los miembros del hogar",Cuando considero que los salarios se han estancado en relación con la inflación  observada,Negocia con usted el salario a recibir,De forma irregular,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Su edad,Recomendaciones de conocidos,Tareas que puede realizar","Recomendaciones de mis amigos y familiares,Recomendaciones verbales de ex-empleadas,Recomendaciones de vecinos​",Entre 3 y 4 días a la semana (15- 34 horas),Dos,Una o más comidas al día,"No, porque incentiva demandas laborales injustificadas","Si los trámites son sencillos,A cambio de reducir su salario,Si lleva trabajando varios años con usted,Si no tuviera que pagar la cuota patronal correspondiente,Si no tuviera que pagar liquidaciones laborales,Si la empleada fuera de tiempo completo"
11/05/2023 17:01,11/05/2023 17:04,IP Address,187.189.212.32,100,172,True,11/05/2023 17:04,R_3oXWSJAltmPPrvW,,,,,19.5058,-99.1158,anonymous,ES,Clase alta,Trabajador por cuenta propia,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 5.1 y el 7%,Posgrado,Hombre,Entre 41 y 50 años,Nunca tocamos ese tema,"Salarios que pagan los vecinos,Salarios que pagan los familiares o amigos",,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa","Por una caída en los ingresos del hogar,Por desconfianza,Por incompetencia,Por un pérdida de empleo entre los miembros del hogar",Cuando los salarios que pagan los vecinos se incrementan o se reducen,"Acepta o rechaza la propuesta de trabajo que usted le hace,Negocia con usted el salario a recibir",De forma irregular,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Tareas que puede realizar,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,IMSS,Aguinaldo","Si, porque cobija a mis empleadas",Si los trámites son sencillos
11/05/2023 19:07,11/05/2023 19:15,IP Address,187.188.10.146,100,447,True,11/05/2023 19:15,R_3EAxiGvitt6tzKx,,,,,19.4357,-99.144,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Posgrado,Mujer,Entre 31 y 40 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Ambos,No lo sabe,Relacionado a sus cualificaciones y desempeño laboral,Es confiable,Nunca ha ocurrido,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo","Si, porque cobija a mis empleadas",A cambio de reducir prestaciones que usted ya ofrece
11/05/2023 19:13,11/05/2023 19:21,IP Address,140.148.162.188,100,486,True,11/05/2023 19:21,R_3luAnwyTPXZmY1C,,,,,19.4342,-99.0559,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Posgrado,Hombre,Entre 41 y 50 años,Nunca tocamos ese tema,Otra,Salario requerido por la empleada ,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)",Por desconfianza,"Cuando me entero que hay una modificación en los salarios mínimos,Cuando considero que los salarios se han estancado en relación con la inflación  observada","Ella sugiere su salario,Negocia con usted el salario a recibir",De forma irregular,"Le pregunto a vecinos, amigos o familiares",Personalidad y apariencia,Recomendaciones verbales de ex-empleadas,No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Aguinaldo","Si, porque cobija a mis empleadas",Si la empleada fuera de tiempo completo
11/05/2023 19:14,11/05/2023 19:19,IP Address,187.190.39.218,100,297,True,11/05/2023 19:19,R_2cu4ZFdW2zvcSst,,,,,19.5058,-99.1158,anonymous,ES,Clase media-baja,Jubilado o Pensionado,,Trabajador auxiliar en actividad administrativa,Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Secundaria,Mujer,Más de 61 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Usted,Por debajo del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Realiza tareas diversas (cocina, plancha, etc.)",Por desconfianza,Cuando los salarios que pagan los vecinos se incrementan o se reducen,Negocia con usted el salario a recibir,Cada cierto número de meses,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,De planta (pernocta en el hogar) (mas de 48 horas),Una sola,"Una o más comidas al día,Alojamiento,Atención médica en caso de accidentes","No, porque no me alcanza para pagarlo",Sin condicionamiento alguno
11/05/2023 19:29,11/05/2023 19:35,IP Address,177.241.27.2,100,358,True,11/05/2023 19:35,R_3fPmJec81vMHAqK,,,,,19.0436,-98.1981,anonymous,ES,Clase media-baja,Empleado,,"Funcionario, director o jefe",Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Posgrado,Hombre,Entre 41 y 50 años,"Si, pero solo cuando se trata de familiares o amigos",Otra,Oferta y demanda entre empleada y empleador,Su pareja,Por debajo del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,Es confiable,Por incompetencia,Cuando no logra encontrar a la empleada de su conveniencia,Negocia con usted el salario a recibir,De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,"Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Transporte,Préstamos personales","No, porque no me alcanza para pagarlo,No, porque incentiva demandas laborales injustificadas","Sin condicionamiento alguno,Si me obligan por ley,Si no tuviera que pagar la cuota patronal correspondiente,Si no tuviera que pagar liquidaciones laborales,Si la empleada fuera de tiempo completo"
11/05/2023 19:48,11/05/2023 20:00,IP Address,177.226.146.148,100,730,True,11/05/2023 20:00,R_7WGweQO3zBigZKF,,,,,19.0225,-98.2166,anonymous,ES,Clase media-alta,Empleado,,"Funcionario, director o jefe",Ciudad de Puebla o área conurbada,,Entre el 9.1 y 11 %,Posgrado,Hombre,Más de 61 años,Tanto con familiares como  con vecinos,"Salarios que pagan los vecinos,Salario mínimo,Ingresos de los miembros del hogar",,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Realiza tareas diversas (cocina, plancha, etc.)","Por desconfianza,Por incompetencia","Cuando considero que los salarios se han estancado en relación con la inflación  observada,Cuando no logra encontrar a la empleada de su conveniencia","Negocia con usted el salario a recibir,Ella establece los días, horas y el horario",De forma irregular,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Tareas que puede realizar,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",Combina esquemas,Una sola,"Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes,Préstamos personales","No, porque no me alcanza para pagarlo","A cambio de reducir su salario,Si lleva trabajando varios años con usted,A cambio de reducir prestaciones que usted ya ofrece,Si me obligan por ley,Si no tuviera que pagar la cuota patronal correspondiente,Si no tuviera que pagar liquidaciones laborales,Si la empleada fuera de tiempo completo"
11/05/2023 19:54,11/05/2023 20:01,IP Address,187.207.59.65,100,388,True,11/05/2023 20:01,R_1esBGdOdMPuIq4q,,,,,19.3179,-99.1729,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 7.1 y el 9%,Posgrado,Mujer,Entre 41 y 50 años,Nunca tocamos ese tema,Salario mínimo,,Algún familiar o amigo,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Es confiable,Es dedicada,Es respetuosa,Es discreta","Por una caída en los ingresos del hogar,Por un pérdida de empleo entre los miembros del hogar",Cuando me entero que hay una modificación en los salarios mínimos,"Acepta o rechaza la propuesta de trabajo que usted le hace,Ella establece los días, horas y el horario",Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,"Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Transporte,Aguinaldo","No, porque no me alcanza para pagarlo",Sin condicionamiento alguno
